#C=8795,gamma=0.029,epsilon=819,train_percent=0.75
DATA,TARGET,T-12,T0-1,T m norm,P1,P2,P7,P8,P9,P10,P11,P14,P17,T1,T2,T7,T8,T9,T10,T11,T14,T17,E1
10/1/2002,3831.149,3316.723,746.496,5297.318,1486.654,1220.055,1058.910,951.201,2508.114,1995.090,1630.819,1147.801,3418.942,293.539,295.034,294.964,296.578,294.630,293.833,293.267,293.620,296.780,4446.351
11/1/2002,3875.990,3359.578,779.414,5598.278,1653.282,1409.262,1237.808,1118.591,2370.396,1980.798,1643.776,1218.885,3331.508,293.548,294.997,294.927,296.505,294.830,293.942,293.391,293.642,297.083,4774.746
12/1/2002,4327.603,3611.002,852.768,5955.955,1840.813,1574.945,1450.637,1286.768,2480.768,2036.989,1779.978,1428.823,3620.115,293.524,294.948,294.915,296.466,294.915,293.971,293.414,293.661,297.197,5001.771
1/1/2003,4574.016,3996.691,717.811,6493.589,1859.567,1594.110,1576.955,1345.862,2169.806,1817.681,1757.203,1637.152,3258.271,293.399,294.809,294.818,296.361,294.909,293.908,293.379,293.626,297.234,5482.026
2/1/2003,5382.893,5181.926,409.795,7226.131,2016.599,1723.506,1764.642,1481.949,2156.800,1796.746,1855.563,1825.925,3352.841,293.131,294.499,294.543,296.074,294.740,293.662,293.152,293.329,296.961,6517.180
3/1/2003,5747.155,6323.962,449.971,7677.758,2048.728,1732.975,1815.224,1507.392,2165.913,1746.755,1922.163,1899.454,3482.498,293.033,294.378,294.456,295.982,294.482,293.396,292.932,293.078,296.603,7190.406
4/1/2003,5869.670,7044.451,621.389,7502.885,1914.532,1571.950,1733.310,1391.641,2125.912,1624.399,1941.185,1920.555,3464.779,292.893,294.250,294.314,295.862,294.103,293.153,292.651,292.906,296.091,7277.765
5/1/2003,6065.885,6793.027,824.256,7224.965,1860.377,1473.146,1662.847,1306.462,2212.934,1606.272,2110.122,1995.305,3559.338,292.754,294.174,294.215,295.799,294.677,293.550,293.086,293.234,296.846,7297.695
6/1/2003,5619.456,6241.277,1304.381,6893.030,1672.684,1292.090,1396.458,1107.100,2292.935,1653.635,2089.129,1772.555,3642.380,292.809,294.280,294.314,295.921,293.951,293.114,292.596,292.962,295.869,7017.243
7/1/2003,5520.355,5287.421,964.224,6313.142,1670.304,1268.074,1291.320,1035.527,2605.434,1873.351,2107.098,1625.424,4033.042,293.048,294.523,294.535,296.147,294.154,293.319,292.796,293.161,296.111,5853.694
8/1/2003,4968.605,4478.544,1218.672,5581.344,1709.137,1328.056,1262.346,1050.508,2808.660,2082.737,2113.698,1560.313,4112.101,293.120,294.586,294.548,296.147,294.156,293.401,292.810,293.172,296.097,5377.709
9/1/2003,4542.739,3506.285,814.234,5130.926,1668.154,1324.799,1204.789,1039.534,2800.162,2159.060,2003.968,1439.112,3955.926,293.145,294.639,294.576,296.181,294.175,293.423,292.825,293.201,296.256,4931.003
10/1/2003,4315.766,3209.760,743.904,5297.318,1778.469,1426.749,1261.260,1104.490,2878.357,2296.492,2041.936,1429.342,3915.939,293.272,294.782,294.729,296.332,294.222,293.485,292.937,293.350,296.369,4996.562
11/1/2003,4332.096,3051.734,1020.470,5598.278,1716.543,1453.680,1258.610,1145.084,2622.817,2162.806,1763.311,1291.674,3562.729,293.365,294.824,294.780,296.356,294.511,293.672,293.156,293.458,296.744,5249.951
12/1/2003,4636.570,3023.222,857.952,5955.955,1835.316,1615.260,1486.722,1341.681,2374.565,2005.666,1670.471,1411.638,3371.866,293.371,294.790,294.772,296.317,294.719,293.784,293.247,293.493,296.993,5225.013
1/1/2004,5559.926,3609.792,865.123,6493.589,1914.761,1674.529,1616.171,1417.079,2323.829,1936.102,1790.890,1627.903,3541.596,293.194,294.577,294.607,296.125,294.667,293.648,293.168,293.383,296.957,6026.338
2/1/2004,6114.355,4164.221,666.922,7226.131,1895.150,1636.604,1679.533,1418.594,2082.492,1714.530,1727.969,1700.353,3324.742,293.064,294.430,294.465,296.002,294.684,293.576,293.100,293.255,296.993,6744.743
3/1/2004,7089.293,4932.922,388.368,7677.758,1897.762,1640.026,1736.371,1449.656,1904.854,1581.528,1678.238,1751.529,3188.158,292.949,294.263,294.324,295.841,294.640,293.540,292.992,293.135,296.793,7315.110
4/1/2004,7324.042,5125.766,516.931,7502.885,1726.196,1422.562,1567.239,1266.727,1932.687,1486.249,1743.064,1741.915,3210.508,292.986,294.369,294.406,295.979,294.367,293.348,292.802,293.010,296.454,7089.356
5/1/2004,7069.334,5045.414,1036.800,7224.965,1689.955,1352.116,1505.711,1201.899,2059.582,1525.036,1892.814,1792.970,3370.321,292.887,294.311,294.338,295.945,294.748,293.536,293.064,293.132,297.004,7115.661
6/1/2004,6894.461,4761.504,1162.426,6893.030,1659.743,1301.925,1402.187,1115.271,2215.348,1609.346,1930.468,1690.280,3542.849,292.797,294.251,294.288,295.905,294.140,293.169,292.669,292.948,296.187,6933.667
7/1/2004,5979.139,4655.232,1788.480,6313.142,1626.274,1241.491,1267.711,1019.422,2544.944,1837.738,2066.445,1612.657,3938.769,292.961,294.436,294.443,296.058,294.067,293.240,292.708,293.079,296.042,6497.855
8/1/2004,5333.645,4301.683,1221.350,5581.344,1631.717,1278.053,1220.855,1024.244,2630.649,1976.539,1964.620,1459.230,3877.810,293.127,294.594,294.564,296.167,294.181,293.390,292.840,293.192,296.151,5350.665
9/1/2004,4802.544,4154.371,1363.306,5130.926,1658.559,1305.763,1203.494,1033.757,2724.109,2086.018,1985.423,1431.583,3847.846,293.310,294.807,294.745,296.359,294.318,293.582,292.978,293.359,296.363,4880.276
10/1/2004,4915.987,3798.835,751.680,5297.318,1803.725,1447.359,1279.675,1121.888,2881.024,2282.951,2071.322,1435.072,3993.276,293.296,294.819,294.754,296.369,294.255,293.518,292.959,293.364,296.396,4960.368
11/1/2004,5437.670,3295.296,782.093,5598.278,1797.738,1491.308,1332.310,1187.438,2708.456,2198.425,1871.186,1379.558,3760.207,293.488,294.970,294.930,296.518,294.595,293.773,293.238,293.580,296.810,4860.318
12/1/2004,5567.011,3474.144,987.552,5955.955,1957.692,1680.440,1567.800,1386.104,2464.602,2073.606,1900.751,1548.927,3683.361,293.445,294.857,294.843,296.381,294.738,293.819,293.305,293.555,296.979,5149.843
1/1/2005,5963.933,3771.446,873.158,6493.589,2037.451,1762.485,1729.410,1501.135,2385.165,1994.105,1868.851,1720.238,3603.892,293.340,294.719,294.745,296.263,294.815,293.796,293.294,293.504,297.126,5697.885
2/1/2005,6531.754,4893.005,575.856,7226.131,2091.659,1769.545,1823.791,1524.520,2226.403,1833.877,1985.485,1911.526,3532.680,293.181,294.541,294.621,296.135,294.741,293.668,293.199,293.388,296.996,6460.676
3/1/2005,6931.613,5725.987,832.205,7677.758,1968.154,1642.573,1776.818,1458.024,1984.039,1590.639,1878.673,1894.298,3280.127,293.118,294.474,294.566,296.092,294.752,293.681,293.132,293.320,296.885,7183.514
4/1/2005,6924.442,6572.362,865.123,7502.885,1768.011,1419.605,1598.431,1264.003,2013.438,1504.151,1892.289,1871.304,3427.137,293.147,294.545,294.592,296.168,294.450,293.490,292.945,293.213,296.533,6927.983
5/1/2005,6555.427,6287.242,1303.776,7224.965,1677.450,1301.793,1445.081,1137.089,2208.986,1602.285,2014.270,1812.528,3579.820,293.059,294.506,294.533,296.140,294.768,293.632,293.153,293.339,297.027,6930.767
6/1/2005,6493.478,5906.909,1116.893,6893.030,1495.638,1158.187,1228.342,986.967,2169.371,1551.036,1851.939,1528.888,3547.583,292.951,294.415,294.457,296.069,294.211,293.280,292.806,293.143,296.287,6581.356
7/1/2005,6426.000,5105.981,1270.080,6313.142,1585.405,1193.964,1220.678,983.654,2479.987,1768.040,2057.973,1556.409,3928.830,293.091,294.579,294.598,296.218,294.175,293.345,292.834,293.227,296.187,5945.605
8/1/2005,6278.688,4757.789,1143.677,5581.344,1672.220,1299.524,1253.418,1052.435,2764.828,2055.617,2038.831,1510.079,4018.308,293.182,294.675,294.645,296.258,294.147,293.406,292.862,293.263,296.110,5207.702
9/1/2005,5755.450,3970.339,1232.064,5130.926,1728.180,1360.216,1261.924,1082.458,2832.773,2159.224,2076.241,1471.162,4056.346,293.186,294.700,294.650,296.263,294.095,293.399,292.824,293.254,296.080,5047.717
10/1/2005,6322.406,4050.864,857.952,5297.318,1887.991,1521.247,1367.389,1200.597,2964.284,2348.150,2177.590,1539.876,4093.550,293.096,294.627,294.596,296.199,293.953,293.262,292.720,293.183,296.052,5443.914
11/1/2005,6831.389,4133.894,934.762,5598.278,1904.698,1602.881,1439.742,1297.725,2757.617,2263.939,1954.078,1457.602,3795.911,293.026,294.495,294.474,296.038,294.021,293.237,292.754,293.123,296.163,5903.902
12/1/2005,6879.946,4450.118,1054.944,5955.955,2049.050,1775.232,1668.520,1489.417,2675.461,2201.964,1960.087,1597.538,3819.783,292.872,294.285,294.298,295.817,294.049,293.172,292.719,293.031,296.210,6456.649
1/1/2006,7369.920,4693.853,1202.602,6493.589,2184.034,1883.423,1908.110,1648.885,2584.894,2128.060,2118.905,1916.580,3920.908,292.771,294.157,294.188,295.702,294.201,293.206,292.717,292.953,296.453,6981.267
2/1/2006,7819.891,5388.077,996.365,7226.131,2256.720,1891.538,2007.551,1662.855,2454.004,2006.900,2244.658,2135.650,3761.926,292.618,293.973,294.037,295.539,294.192,293.129,292.645,292.832,296.424,7827.394
3/1/2006,8112.787,5699.549,708.826,7677.758,2052.102,1727.118,1877.825,1531.884,2072.360,1680.367,1928.738,1981.083,3397.940,292.882,294.215,294.277,295.803,294.421,293.359,292.802,292.964,296.485,7614.352
4/1/2006,7398.086,6066.490,1424.909,7502.885,1917.138,1547.151,1730.780,1367.893,2143.448,1643.871,2015.530,1979.963,3460.883,292.818,294.197,294.235,295.802,294.256,293.303,292.771,293.030,296.239,7832.069
5/1/2006,6763.219,5620.666,1443.744,7224.965,1815.619,1428.267,1593.148,1245.909,2214.864,1644.314,2097.346,1954.752,3516.724,292.863,294.287,294.321,295.909,294.575,293.424,292.937,293.058,296.773,7356.776
6/1/2006,6909.062,5438.534,1103.501,6893.030,1660.680,1267.726,1389.466,1087.202,2243.963,1619.450,2022.540,1755.221,3553.980,292.992,294.470,294.501,296.120,294.230,293.334,292.809,293.151,296.240,6484.520
7/1/2006,6475.334,5223.398,1692.576,6313.142,1706.987,1312.611,1338.146,1081.970,2585.341,1891.110,2099.717,1663.164,3978.963,293.108,294.589,294.595,296.207,294.227,293.393,292.866,293.223,296.201,6104.886
8/1/2006,5596.819,5282.323,1446.336,5581.344,1624.892,1285.686,1246.733,1053.589,2669.278,1992.664,1930.683,1485.030,3982.896,293.305,294.758,294.713,296.304,294.371,293.579,293.027,293.357,296.346,5108.605
9/1/2006,4989.427,5046.624,1001.722,5130.926,1595.847,1267.555,1175.026,1013.966,2697.555,2066.894,1893.122,1377.011,3867.145,293.424,294.930,294.845,296.464,294.446,293.705,293.089,293.448,296.512,4447.212
10/1/2006,4994.352,4897.498,710.208,5297.318,1675.087,1359.456,1209.494,1067.892,2720.720,2162.434,1870.667,1349.155,3739.095,293.530,295.031,294.961,296.569,294.598,293.804,293.229,293.584,296.770,4464.406
11/1/2006,5421.859,5387.645,808.877,5598.278,1800.353,1519.205,1368.223,1226.283,2610.889,2146.794,1864.006,1429.475,3647.100,293.573,295.035,294.973,296.550,294.776,293.919,293.361,293.651,297.009,4726.154
12/1/2006,5586.710,5776.445,1249.344,5955.955,1872.654,1628.704,1509.502,1351.632,2461.026,2069.815,1808.826,1494.403,3672.823,293.500,294.916,294.882,296.427,294.884,293.945,293.387,293.616,297.118,5189.198
1/1/2007,6367.766,5677.344,1258.848,6493.589,1963.887,1715.161,1688.581,1469.797,2222.776,1909.030,1783.525,1677.092,3360.779,293.336,294.706,294.711,296.232,294.882,293.841,293.332,293.484,297.149,5889.610
2/1/2007,6951.658,6373.555,567.821,7226.131,2002.989,1704.232,1750.542,1462.557,2150.929,1820.210,1884.369,1842.260,3234.303,293.041,294.408,294.435,295.966,294.644,293.584,293.087,293.240,296.842,6755.471
3/1/2007,7682.256,7111.066,394.330,7677.758,1962.150,1653.843,1763.915,1461.583,2093.924,1692.321,1886.342,1868.164,3370.510,292.950,294.294,294.347,295.882,294.482,293.424,292.897,293.035,296.504,7351.074
4/1/2007,7747.315,6687.878,715.133,7502.885,1886.394,1514.391,1691.419,1333.047,2104.015,1601.983,1985.764,1940.657,3398.561,292.892,294.273,294.297,295.871,294.183,293.257,292.759,293.032,296.134,7355.422
5/1/2007,7820.669,5954.342,1236.384,7224.965,1809.881,1411.835,1576.333,1234.376,2269.199,1643.856,2135.173,1957.180,3601.558,292.871,294.307,294.345,295.940,294.653,293.527,293.018,293.133,296.769,7224.302
6/1/2007,7769.866,5659.718,1414.195,6893.030,1665.341,1280.329,1375.948,1087.333,2277.364,1648.891,2087.612,1768.145,3541.770,292.846,294.314,294.357,295.963,293.953,293.118,292.644,293.014,295.872,6962.507
7/1/2007,7045.056,5216.486,2039.904,6313.142,1642.181,1256.458,1272.151,1030.612,2558.170,1844.882,2061.540,1586.353,3914.674,292.928,294.401,294.421,296.025,293.972,293.167,292.676,293.071,295.922,6690.752
8/1/2007,6699.542,5028.998,1151.712,5581.344,1752.567,1367.948,1303.031,1089.648,2792.903,2065.481,2187.940,1593.234,4141.739,292.931,294.405,294.375,295.970,293.858,293.140,292.598,293.004,295.761,5736.690
9/1/2007,6559.315,4595.098,1124.928,5130.926,1782.233,1402.799,1314.628,1115.277,2896.461,2173.112,2190.877,1571.115,4182.307,292.837,294.333,294.257,295.862,293.737,293.056,292.465,292.860,295.718,5726.435
10/1/2007,6928.157,4279.219,780.192,5297.318,1945.802,1556.042,1414.519,1228.932,3050.415,2365.501,2327.845,1622.934,4293.177,292.708,294.239,294.199,295.805,293.498,292.835,292.297,292.777,295.581,6227.937
11/1/2007,6694.099,4185.475,1309.738,5598.278,2045.840,1698.927,1525.836,1354.798,3013.320,2416.999,2195.248,1580.410,4162.033,292.662,294.141,294.128,295.694,293.567,292.830,292.362,292.781,295.677,6801.985
12/1/2007,6758.294,4172.515,1363.392,5955.955,2137.830,1843.733,1739.576,1542.094,2894.086,2323.790,2151.376,1697.281,4189.985,292.520,293.934,293.953,295.472,293.674,292.810,292.341,292.670,295.818,7354.984
1/1/2008,7058.016,4327.862,1315.094,6493.589,2321.390,1954.562,1978.340,1668.799,2887.219,2299.524,2347.819,2035.613,4238.459,292.416,293.806,293.836,295.352,293.742,292.801,292.326,292.594,295.887,7839.838
2/1/2008,8193.658,5799.946,806.198,7226.131,2245.289,1862.435,1958.638,1611.063,2652.177,2080.795,2261.629,2083.010,3953.521,292.353,293.736,293.813,295.338,293.849,292.831,292.337,292.590,296.044,8268.848
3/1/2008,8218.714,6557.328,984.701,7677.758,2165.260,1778.476,1958.895,1582.829,2466.779,1887.149,2252.144,2158.985,3947.157,292.461,293.810,293.902,295.424,294.090,293.053,292.532,292.763,296.256,8597.829
4/1/2008,7943.184,6967.123,1149.034,7502.885,1972.051,1580.075,1773.554,1413.002,2379.752,1743.217,2208.591,2085.514,3816.119,292.583,293.983,294.040,295.610,294.045,293.088,292.542,292.843,296.140,8179.581
5/1/2008,7847.798,6510.931,1075.680,7224.965,1769.375,1391.110,1564.043,1235.213,2355.220,1655.525,2134.541,1949.990,3801.502,292.665,294.110,294.152,295.752,294.045,292.951,292.486,292.700,296.271,7539.756
6/1/2008,7786.195,6406.474,1427.587,6893.030,1774.509,1363.030,1505.802,1188.957,2522.547,1759.806,2242.536,1921.016,4023.048,292.788,294.245,294.298,295.888,293.964,293.102,292.592,292.980,295.991,6989.904
7/1/2008,7572.182,5729.962,1614.816,6313.142,1681.039,1278.507,1318.447,1069.271,2710.570,1906.288,2183.363,1672.659,4241.333,292.892,294.380,294.417,296.023,293.930,293.140,292.595,293.044,295.929,6520.262
8/1/2008,6964.186,5893.344,1941.840,5581.344,1793.430,1379.758,1326.771,1108.241,3024.017,2189.284,2287.601,1657.295,4422.927,293.027,294.529,294.493,296.094,293.930,293.245,292.640,293.083,295.904,5951.371
9/1/2008,7062.422,5574.614,1009.757,5130.926,1768.287,1390.081,1297.875,1117.043,2943.387,2208.946,2197.733,1556.904,4265.224,293.026,294.536,294.492,296.093,293.945,293.245,292.662,293.089,295.997,5250.554
10/1/2008,7560.259,5779.123,873.504,5297.318,1875.066,1513.642,1384.059,1213.749,3019.440,2349.132,2192.652,1554.662,4257.060,292.972,294.495,294.448,296.052,293.898,293.173,292.628,293.053,296.041,5687.937
11/1/2008,7704.893,5618.419,980.294,5598.278,1874.303,1580.606,1417.067,1281.729,2802.705,2258.882,2021.598,1452.179,4076.211,292.967,294.449,294.402,295.980,294.038,293.238,292.716,293.060,296.207,6091.350
12/1/2008,7262.957,5330.707,1365.984,5955.955,2076.666,1826.033,1721.753,1551.177,2721.306,2258.265,1993.107,1627.159,3963.030,292.845,294.235,294.232,295.743,294.097,293.182,292.724,292.965,296.282,6584.585
1/1/2009,7129.642,5443.200,1400.803,6493.589,2246.044,1950.694,1986.485,1709.062,2523.311,2104.332,2097.941,1961.162,3806.774,292.698,294.058,294.090,295.586,294.190,293.171,292.682,292.876,296.434,7328.733
2/1/2009,7335.878,6251.818,1333.843,7226.131,2128.275,1857.010,1935.020,1632.290,2229.756,1868.908,1899.246,1900.125,3507.897,292.647,293.988,294.033,295.549,294.327,293.183,292.715,292.832,296.646,7925.638
3/1/2009,7449.235,7208.957,1107.994,7677.758,2085.573,1831.185,1963.644,1635.953,2006.169,1678.975,1801.905,1941.200,3293.439,292.667,293.981,294.028,295.548,294.458,293.288,292.759,292.864,296.726,8245.541
4/1/2009,6767.366,7069.680,1371.341,7502.885,2031.861,1739.805,1890.627,1553.170,2000.774,1614.288,1872.761,1976.805,3267.789,292.728,294.083,294.137,295.693,294.457,293.349,292.775,292.937,296.691,7992.488
5/1/2009,6346.858,6867.504,1124.928,7224.965,1769.967,1452.516,1641.116,1305.514,1975.299,1499.149,1857.637,1896.152,3309.653,292.804,294.220,294.250,295.855,294.487,293.277,292.768,292.818,296.754,7401.409
6/1/2009,5977.498,6420.211,924.048,6893.030,1580.116,1270.813,1366.692,1098.401,2040.834,1525.623,1714.975,1589.083,3325.013,292.918,294.378,294.410,296.038,294.424,293.371,292.820,293.058,296.643,6562.988
7/1/2009,5122.483,6171.379,1267.488,6313.142,1444.934,1146.475,1148.967,945.303,2192.234,1642.744,1673.359,1376.332,3490.922,293.252,294.726,294.734,296.371,294.625,293.641,293.093,293.363,296.815,5596.212
8/1/2009,3823.459,5630.342,1540.080,5581.344,1477.591,1179.013,1109.934,938.355,2469.424,1871.604,1700.144,1288.996,3720.373,293.471,294.931,294.905,296.518,294.658,293.789,293.247,293.546,296.701,4815.119
9/1/2009,2906.928,5954.429,1221.350,5130.926,1477.530,1183.357,1059.305,918.743,2503.202,1952.953,1667.678,1198.640,3576.832,293.655,295.131,295.072,296.692,294.757,293.956,293.384,293.706,296.802,4057.473
10/1/2009,2675.462,6188.918,689.472,5297.318,1623.096,1331.511,1164.040,1039.710,2666.676,2139.774,1809.239,1281.555,3721.176,293.557,295.064,294.997,296.609,294.571,293.810,293.251,293.623,296.683,4389.957
11/1/2009,3095.971,6579.965,704.419,5598.278,1580.877,1347.724,1176.255,1078.985,2308.701,1942.080,1582.346,1174.144,3264.496,293.890,295.364,295.307,296.892,295.056,294.215,293.669,293.983,297.241,3993.768
12/1/2009,3738.528,6338.909,554.688,5955.955,1801.151,1576.970,1441.916,1299.526,2321.960,1969.140,1664.945,1394.040,3462.582,293.802,295.230,295.205,296.752,295.123,294.210,293.676,293.941,297.341,4263.396
1/1/2010,4505.414,5862.154,412.474,6493.589,1852.203,1589.058,1556.347,1344.820,2132.302,1777.159,1770.544,1615.147,3357.533,293.676,295.086,295.085,296.632,295.166,294.183,293.643,293.862,297.421,4760.569
2/1/2010,5651.770,5795.798,241.056,7226.131,1953.434,1687.657,1718.882,1465.001,2037.986,1708.277,1776.064,1759.941,3276.761,293.507,294.850,294.921,296.430,295.166,294.034,293.576,293.725,297.465,5661.526
3/1/2010,6158.506,6227.885,304.819,7677.758,1971.506,1609.372,1731.939,1414.668,2225.351,1708.783,2070.817,1964.167,3753.964,293.428,294.776,294.867,296.382,294.827,293.798,293.300,293.534,296.921,6278.313
4/1/2010,6257.779,6077.894,458.006,7502.885,1815.700,1452.542,1588.744,1269.726,2170.365,1623.806,2012.967,1893.061,3632.986,293.324,294.711,294.777,296.328,294.393,293.538,293.028,293.393,296.368,6375.237
5/1/2010,5732.813,5642.438,1124.928,7224.965,1857.840,1429.869,1583.408,1239.398,2342.504,1705.069,2296.842,2057.614,3758.800,293.206,294.652,294.709,296.286,295.033,293.937,293.463,293.665,297.229,6466.137
6/1/2010,5917.104,5422.810,1197.245,6893.030,1814.436,1356.712,1499.567,1175.163,2437.193,1743.650,2387.752,1997.349,3849.797,293.005,294.511,294.592,296.179,293.986,293.238,292.708,293.239,295.953,6464.977
7/1/2010,5814.461,4710.010,1179.360,6313.142,1981.992,1457.249,1560.208,1237.977,2787.743,2017.930,2647.799,2071.744,4156.536,292.922,294.506,294.550,296.164,293.619,293.052,292.433,293.092,295.528,6223.339
8/1/2010,5080.579,3582.403,1387.411,5581.344,1939.516,1480.337,1461.457,1214.529,2936.611,2159.473,2509.642,1852.758,4282.741,292.859,294.435,294.447,296.061,293.487,292.935,292.343,292.967,295.425,5975.922
9/1/2010,4936.723,2602.109,811.555,5130.926,1986.588,1544.286,1507.691,1275.023,3004.242,2259.206,2542.671,1865.049,4289.049,292.676,294.296,294.289,295.925,293.293,292.745,292.142,292.770,295.353,5931.596
10/1/2010,5520.442,2217.456,557.280,5297.318,2056.240,1658.364,1539.787,1344.677,3012.700,2358.544,2374.218,1714.056,4147.662,292.630,294.198,294.199,295.805,293.356,292.704,292.206,292.750,295.490,6242.606
11/1/2010,6620.832,1971.043,599.962,5598.278,2158.678,1788.021,1688.783,1490.776,3010.096,2403.376,2368.723,1783.121,4170.246,292.601,294.104,294.149,295.706,293.450,292.719,292.268,292.761,295.631,6650.376
12/1/2010,7221.312,2541.283,1381.536,5955.955,2288.779,1947.185,1880.999,1655.181,2979.504,2394.889,2329.401,1870.165,4262.224,292.528,293.968,294.027,295.547,293.588,292.755,292.300,292.706,295.764,7220.007
1/1/2011,7629.811,3326.054,1076.717,6493.589,2232.731,1880.705,1908.285,1615.414,2769.552,2220.136,2277.276,1990.697,4109.797,292.550,293.964,293.996,295.523,293.843,292.913,292.430,292.723,296.018,7437.592
2/1/2011,8682.422,4264.358,653.530,7226.131,2262.339,1875.267,1992.637,1624.169,2588.429,2066.548,2248.056,2133.619,3938.973,292.647,294.019,294.092,295.611,294.160,293.111,292.637,292.859,296.416,7632.780
3/1/2011,8823.600,5346.950,667.699,7677.758,2185.427,1794.525,1987.501,1601.085,2410.502,1868.709,2274.322,2221.973,3927.601,292.655,294.041,294.091,295.644,294.447,293.393,292.855,293.054,296.573,7999.204
4/1/2011,8607.946,5700.499,1140.998,7502.885,2001.435,1602.257,1813.644,1425.926,2265.942,1696.108,2142.824,2107.906,3693.940,292.879,294.268,294.322,295.887,294.256,293.304,292.809,293.109,296.323,7578.723
5/1/2011,7836.998,5132.851,1700.352,7224.965,1752.839,1373.121,1536.061,1210.401,2292.233,1642.535,2083.413,1906.212,3719.662,292.919,294.352,294.410,295.997,294.327,293.217,292.659,292.835,296.588,7271.359
6/1/2011,7319.462,4535.568,1982.016,6893.030,1576.452,1207.008,1302.643,1039.102,2238.749,1585.535,1996.057,1663.013,3616.698,292.935,294.412,294.464,296.080,294.152,293.250,292.753,293.121,296.225,7045.235
7/1/2011,7642.166,4737.744,1485.216,6313.142,1699.245,1303.914,1346.998,1090.043,2615.888,1880.075,2156.658,1694.186,4054.044,292.971,294.436,294.482,296.070,294.040,293.216,292.719,293.137,296.047,6296.628
8/1/2011,7248.442,4427.050,1706.141,5581.344,1829.110,1403.197,1378.627,1139.579,2894.176,2127.218,2339.096,1736.773,4247.342,292.979,294.492,294.489,296.090,293.814,293.149,292.590,293.077,295.752,5898.663
9/1/2011,7476.883,4269.024,808.877,5130.926,1863.226,1474.777,1368.167,1178.669,3002.379,2284.784,2294.014,1632.420,4299.661,292.881,294.432,294.389,296.009,293.624,293.000,292.432,292.936,295.621,5479.208
10/1/2011,8048.765,4379.443,925.344,5297.318,2022.777,1631.608,1524.042,1330.797,3053.257,2376.494,2309.299,1680.533,4238.688,292.738,294.275,294.254,295.852,293.559,292.878,292.351,292.832,295.678,6219.986
11/1/2011,8703.072,4920.480,929.405,5598.278,2053.799,1712.326,1578.975,1390.175,2890.722,2355.987,2204.859,1670.353,4052.439,292.854,294.323,294.292,295.861,293.816,293.043,292.582,292.938,295.965,6331.229
12/1/2011,8438.515,5239.296,1464.480,5955.955,2177.353,1887.906,1799.177,1588.196,2781.137,2297.722,2087.455,1740.732,3965.631,292.742,294.171,294.162,295.704,293.970,293.076,292.592,292.860,296.153,6830.881
1/1/2012,7771.075,6144.595,1807.920,6493.589,2228.183,1917.601,1947.888,1658.058,2596.478,2120.938,2117.591,1960.852,3829.429,292.588,293.967,293.959,295.478,294.113,293.093,292.554,292.721,296.351,7710.244
2/1/2012,7626.442,6976.282,1312.416,7226.131,2273.555,1956.518,2069.377,1745.142,2339.799,1942.607,2092.344,2082.484,3630.808,292.575,293.921,293.992,295.497,294.187,293.064,292.598,292.766,296.494,8071.607
3/1/2012,7663.162,8014.723,1037.318,7677.758,1962.261,1720.898,1868.881,1560.406,1903.383,1563.140,1709.928,1872.904,3214.654,292.614,293.950,293.996,295.529,294.484,293.336,292.770,292.915,296.790,8359.231
4/1/2012,6889.104,7682.602,1497.226,7502.885,1834.166,1508.461,1679.299,1348.221,2004.826,1528.942,1857.654,1885.372,3344.550,292.764,294.157,294.193,295.774,294.382,293.298,292.780,292.965,296.591,8036.682
5/1/2012,6181.229,6907.594,1583.712,7224.965,1724.583,1395.849,1556.819,1241.867,2033.375,1509.263,1845.747,1809.320,3365.043,292.820,294.236,294.276,295.878,294.483,293.236,292.716,292.785,296.899,7440.598
6/1/2012,5650.042,5854.982,1199.923,6893.030,1586.261,1248.742,1349.504,1075.688,2156.795,1568.392,1855.906,1641.928,3532.653,292.998,294.450,294.497,296.103,294.352,293.365,292.875,293.169,296.492,6565.817
7/1/2012,5315.760,5834.246,1140.480,6313.142,1442.044,1117.622,1126.558,922.002,2341.096,1702.960,1746.716,1378.374,3715.450,293.203,294.675,294.679,296.307,294.459,293.538,293.010,293.319,296.525,5646.551
8/1/2012,4517.597,5936.026,1167.782,5581.344,1503.197,1166.971,1102.848,928.668,2581.687,1910.253,1841.696,1336.834,3863.924,293.310,294.809,294.754,296.394,294.388,293.600,293.004,293.350,296.377,4947.931
9/1/2012,4273.344,6439.565,1074.038,5130.926,1534.481,1228.042,1112.060,968.116,2655.111,2040.287,1792.981,1275.753,3794.197,293.369,294.858,294.790,296.414,294.395,293.632,293.061,293.409,296.410,4595.979
10/1/2012,4436.726,6551.539,723.168,5297.318,1729.558,1404.589,1252.219,1106.101,2825.850,2242.696,1954.212,1389.340,3957.621,293.323,294.837,294.772,296.380,294.262,293.538,292.990,293.391,296.337,4913.901
11/1/2012,4320.346,7119.360,875.837,5598.278,1810.568,1521.488,1358.153,1222.086,2665.664,2195.950,1890.405,1396.172,3753.062,293.367,294.850,294.788,296.370,294.422,293.640,293.114,293.456,296.558,5168.561
12/1/2012,4784.573,7238.592,668.736,5955.955,2082.850,1791.580,1725.981,1530.725,2638.419,2207.426,1992.982,1673.144,3843.153,293.173,294.578,294.563,296.082,294.428,293.537,293.049,293.311,296.571,5557.855
